Isomer_Name,Full_Algebraic_Signature
CCC=CCC(C)(C)CC.CC(C)(C)C,06C0C6112157A3CEF91821EFC9957534294C1AB1C5B7EBBE0B61702D33CCF53006C0C6112157A3CEF91821EFC9957534294C1AB1C5B7EBBE0B61702D33CCF5301ED1AB28D30BFD1D14E2B082912028F98767D84E2C9A1280F2840BD0EBD3FB9C2156541ED02C8309EB8C3D72F62BCF00C03078FBFCDC5E0FBFC8202850AC25D1322B62B10D7B4606FE7535591C486A0DE54D4BEB06D6875C13993F132DB01EEC51FDC369751E4DAC464B8B6833CB53322C6822A3C4EC0EDF0501CCCA0DB243215CD2D09030F06A7B55467575EA0BBFC1F930CD3FE50484E41667EEE9802F1E6764C69C4CB9B7563B2DF3CD17E97EE8044DFCA6FDFAA999B42DE6A86F02050B1271839BDC136919F1CCD3BA256DF5BD04ECB579F6C1FA30CA36177F7B783DE7B6943790DE5BFB4883AA847A0949697C7EC58446F71117A82F31A646617A95528E943790DE5BFB4883AA847A0949697C7EC58446F71117A82F31A646617A95528E943790DE5BFB4883AA847A0949697C7EC58446F71117A82F31A646617A95528E943790DE5BFB4883AA847A0949697C7EC58446F71117A82F31A646617A95528EAC45C3A6BA1C6F918475762132E30AE61E8BE6E4F2732A54B85A34EF5D61AA29C60FF727B532BF956551FAD12E5B157F827C1A81B633940943A01B1E659BF1CA
CC(C)C(C)C(C)C(C)(C)CC(C)(C)C,1EDEB7FDE96558190AF2E0694283C88F7F758E88EB5B96EF6B36390203C5945E1EDEB7FDE96558190AF2E0694283C88F7F758E88EB5B96EF6B36390203C5945E42948E8D3AC940364D0B743F7AC5FDE515772FF6FE1BC71C301B2FB1608976C58A8995673C2D0A159E191D64EF8EDFDBA12AD70E530D0D7130D3261896825F2599DAB30D23FEDAFCC6F1C7000D0261F247E17E8BA794E0323E14534153B9A77E9CC7DF84A6142467DB9EC6FB16D61FE587792689E82E2CB9665374CD0B668C83A6B03D49F9FFFB749605F181E2A0EC32BE2F344C70DC300E8737B2FDC1CDCECFAA35F5A052BC47A0577CED0E19E9E6E32AD2F75E1B8D0C370DEFFA79AD3D3917BAA589E546F166C84F0759E38869DCA9E6B254254982FC1213E0DFDA695A06CBC4D9DDE1213AFFA48335250AB03BCEEF156D50181F815C1451F0C8049AECDF6FC4D9DDE1213AFFA48335250AB03BCEEF156D50181F815C1451F0C8049AECDF6FC4D9DDE1213AFFA48335250AB03BCEEF156D50181F815C1451F0C8049AECDF6FD0FB71C6E5E4E6C21094D751CEE93FBD84629AB1287D6805FBC6102257E13983FA627ED969B60930A0D02EFFC58CAF89FE34A38B7B802BC9C8A42E6CF3458CC6FA627ED969B60930A0D02EFFC58CAF89FE34A38B7B802BC9C8A42E6CF3458CC6
CC(C)C(C)(C)CCCC(C)(C)C(C)C,526FB89EA0B30F1B3596BE3FB38101E0B1ECA8AD485CE9D668AFF2E69269DFB557535EAFA6909EB223E5C21692395FAA905821DA258E26EC107700BFA563C8EF57535EAFA6909EB223E5C21692395FAA905821DA258E26EC107700BFA563C8EF92BCF138EF9BAD0A2A74B2F8FDB9FDB8115FF4342D617D6623DC73786665FB6B92BCF138EF9BAD0A2A74B2F8FDB9FDB8115FF4342D617D6623DC73786665FB6BCE7043C19178A65DC479BFBD589977F7B619D9A751E07C491DB7756D53AE844FCE7043C19178A65DC479BFBD589977F7B619D9A751E07C491DB7756D53AE844FD752CF0D1DB5379FAB82AE30675F207D402F1BA6D22A0706E5A707CB26EB87FED752CF0D1DB5379FAB82AE30675F207D402F1BA6D22A0706E5A707CB26EB87FED752CF0D1DB5379FAB82AE30675F207D402F1BA6D22A0706E5A707CB26EB87FED752CF0D1DB5379FAB82AE30675F207D402F1BA6D22A0706E5A707CB26EB87FEF964BA2A09F0AAEDA6543E68F906AED249F3A668950F61521BADFBEEDA49627CF964BA2A09F0AAEDA6543E68F906AED249F3A668950F61521BADFBEEDA49627CF964BA2A09F0AAEDA6543E68F906AED249F3A668950F61521BADFBEEDA49627CF964BA2A09F0AAEDA6543E68F906AED249F3A668950F61521BADFBEEDA49627C
CCCCCCC(CCC)CCCCC,0497A1098135720515C16D81EF78A478664779EDE7FD310BC3F4278DEF47BFE21FF9CECCD5F3247D302843C2389988DA4A259EFFCE61FCF7129F75091E27D4A327C64480403E563167FB2398F65D882A2709E767BF5133A151BE1142DC5B6A2A31E37FED1AFEA978CC1A7DC2AB45F35AF7457095ABB629F12468C05F12E96CD337389631535A42D4966461909C3DDBF3F3A174F8E72D7D5522A84171CC41622745D4E1B9ABA974729DC5E0AC4848664A90B8AC8CB8BBF82951730D35D1120A1A54F525B0BD458E1A40269D2E177CD3F636CDE7460E48F0A448AC1AC496C4BBCD553C0B48D1011D6A3482AB2367041FBDFE21B7A89017A4C471455E2D7047E5FD70C64056DF1C3287A34A1335DAA00AADBA62AA72BEA1A394FE01BF9AD3AF6ADD879154C5A7CB328CA71DFE23739CCCE4ED27A0CDADBBB6B8C5F6F491911C20C68BCB51E3A417AFD7A75D4B923DCAA63481AC055EB9499AF758B497C97085C8D2993CF5539D8B55551BFE772E78D9060E0F586476E5457A0A1119CA71ECF2A249CB341604617390CBFFDDA4D70B25B5D89BDE6FDA5A8768C9A7986EB1BBD2C8DFF53EDFE489D4A066103774D83A4A6EEE2EEA3A78E68E86217DA4AF689F37D103F8F912BBA6C65576BDD462134F12795DCBEFC20F222D3C86954D13E0CFC8A9F9
CCCC(C)(C)CCCCCC(C)CC,0A0FD5DA6F93AA4A43071DD697C2AA5ABD9603220419540B0A6CF49BD0AE2A4E1837E3A1699A926E82F744B4004A166EFBEFD9F26F6F455074E7256947C5DBB02C0CF7511A340EBA11163AAD932B3F3673B90C719A43EA0D3E3CCE7CA59B19002C0CF7511A340EBA11163AAD932B3F3673B90C719A43EA0D3E3CCE7CA59B190037242B2D1C09652C2679128602DAEEE1C75A98B95A880498F72762BB4F399B5043F0DA01C0AB3AB48B231840162C3491C596E62FB3A0C68B5EA6FD0B7A70D84F674BCE380ABEDCEB0484D55BC3F3D7314AF2516EA7C7EF956B57E251C59970B6682A815FFADA8DE050D2F68C403998A919348DECCF171335E1CEE4ECA1AC0E7880A85A4123702996C1AA95CF48AD3FD03D571B725A3FE34EDDA1D215F0728C47B7D0CECAD6099E3A616D00EBDC944AD51F205A2123C03FCBF2F16BC186876CCDBE335E18D5000A67E840129CF9375972722E5516A070B93F0F9CD277362BA252C1769096EA2C2A6FEC89CA2F659E0C7985DE5B74E5863D585AEA1CFE837670D4C9D2DC8EF5F9880AD2333E8A18CC8BE8DA87FEEA8E679C45D40528BF7200C7CCCEA5812FA11D3187EB6EC90F31BC7C36DAE905CDB503121B0119C0B4D7B8AA3EE1FDB4D13053199B146C284CCE65D438279E58860F623128D45D9F1AED97FDDB
CCC(C)CCCCC(C)CCC(C)C,154567C51DA3982F7CF1574620DA133B00268B1AB0EA217D0C35959D4BB65F7A18F68E4B5DB9DEEDFFF62F1B288263CE1A88EBBBCFF61EBC39CEF7CDBAEFC18923867B79AD711D4241F4AA523127B455062841CEDF79D7AFE65391AD37F76D1E267931EFEE799456CA33A201F1F52BAAD86BA6027CB62076C2DE252868B8C221365525239B0649FE818374F4380E144957E68F24C31288DA116D2965048E709B3BAA1FF23BBEE94DF27499156766729D5183AB829E97DD385038AC885BAFF66F3BC02CEB13C3EEA1E71A3DC3445ACFCE88402E710AEBD8F88D1D1D9B2E621F1D3F91460A1F22E4AE7023D7E7B181FCF18D2EBBD16E43C30AA7501C7679163944428DB26E291130DBBD34EB3B2AB8450A1DAFFAB4A096852150318B4334F8289752CB4DFDE0DA1CBF464EE1AA2F8AB4CB38754F8B105A410E26B126F1A4D36D5752CB4DFDE0DA1CBF464EE1AA2F8AB4CB38754F8B105A410E26B126F1A4D36D577CFAE0AE8EBA69F2C2005E103A643EC842A311D91AE5F63DCD20070355512E45ABCB1F356EA73E1864277C8101C9F5945E70F58D287E047D6B73050CE4B92E1AFD06E2EB18166585B6BA35A5F244AAD02A24190105B8277B3CDEACEF66B201FDFDAD5D657F7451B2BD4CFE28B7DCA92038290AA26F23A0643E4665D8E1A40324
CC.CC1(CCCCC1)C.C1CCCC1,04609C78A19ED42AC5F0A0E3E82C519561C3641ADA38D1B7D7B429228F25E74104609C78A19ED42AC5F0A0E3E82C519561C3641ADA38D1B7D7B429228F25E74113F5A2BF023CF77D09A14E474E9FCA2BD16AF1BFCFDBE20FCE4DD0620124642F49D622EC31E4DE58154FBF108F0BEE3B9A3FBD56C6134242FC3C56BD7CD30EFE49D622EC31E4DE58154FBF108F0BEE3B9A3FBD56C6134242FC3C56BD7CD30EFE9ACE20577AC8AAA7B6A435BB717F137C98372CFC12155A2D50B4F3ECEB2A1BD09ACE20577AC8AAA7B6A435BB717F137C98372CFC12155A2D50B4F3ECEB2A1BD09ACE20577AC8AAA7B6A435BB717F137C98372CFC12155A2D50B4F3ECEB2A1BD09ACE20577AC8AAA7B6A435BB717F137C98372CFC12155A2D50B4F3ECEB2A1BD09ACE20577AC8AAA7B6A435BB717F137C98372CFC12155A2D50B4F3ECEB2A1BD0A7C8918F1EAC3BB09B53EC2AE9EF931E2BE911FA2B6893D90A3FC0869412AC4DA7C8918F1EAC3BB09B53EC2AE9EF931E2BE911FA2B6893D90A3FC0869412AC4DE3D445A5AB77C911DEA5DBE0DE3B22069EC5D096FA2A72996541A2A02273ACE5E3D445A5AB77C911DEA5DBE0DE3B22069EC5D096FA2A72996541A2A02273ACE5FBE93C86E8C6EDB28F0D8FE39BCEF7DBD29BC33DD637D04EA4BCC5D2C9F1EC03
CC(C)C(C(C)C)(C(C)(C)C)C(C)(C)C,056D1278531ECAFE5C1BAD3921E8C5E3418E4BBF0DDE545621A9FFEE60EE5620056D1278531ECAFE5C1BAD3921E8C5E3418E4BBF0DDE545621A9FFEE60EE562005F4CB7A22F73FEF7A086B4740BCB17D28F67E405BEFEF067691910BE8B0732B05F4CB7A22F73FEF7A086B4740BCB17D28F67E405BEFEF067691910BE8B0732B4CC5C4F475B69BCABFCF9FAF004B1590623A1E60382315905B9A479E7FC62FC6E979237C7C8D77F7D20C92536062E1CA8036825BD6E6F724398BA14667567635E979237C7C8D77F7D20C92536062E1CA8036825BD6E6F724398BA14667567635E979237C7C8D77F7D20C92536062E1CA8036825BD6E6F724398BA14667567635E979237C7C8D77F7D20C92536062E1CA8036825BD6E6F724398BA14667567635ED7BC9FDE682377AFDA886D7480CA3218A7434081D2BA30CD5366090ABFE7936ED7BC9FDE682377AFDA886D7480CA3218A7434081D2BA30CD5366090ABFE7936ED7BC9FDE682377AFDA886D7480CA3218A7434081D2BA30CD5366090ABFE7936ED7BC9FDE682377AFDA886D7480CA3218A7434081D2BA30CD5366090ABFE7936ED7BC9FDE682377AFDA886D7480CA3218A7434081D2BA30CD5366090ABFE7936ED7BC9FDE682377AFDA886D7480CA3218A7434081D2BA30CD5366090ABFE7936
CCCCC(C)(C)CC(CC)CC(C)C,0BD95CB37F621C9186CD6DD53A77967CDE2655633E11E30713F6D2757A4A170F19582CEBD93C5AD3AB6BE534BF9D6065CE815E177D87C0D9B9E258F75836FC924EBA8315FBE6340C703200E7A6F3603F81277CF3E9321D1FECB35E71F9053872651A2858277A55DFC2977D08CBE161DAE3F9A3D229B9A7DC854056F4A1CAF8056576C5B69CBCC7BDF28C87B04029471E7312824ED5A64A8846889E94545CE26C6BBC3930B7767E27EE3854B7FCBEF64843BB50FC384EAC08D0D7BB868B1D940E84BD5332D9CABF404BE7C3975F39CBE8EDEC210FA5777AA2A553944DFEC9CCF98BCD9AA932B7C7A7B67295AD98615FF19529A37149FC74DFE19D083CBB1D4DB3A386CCD42A2EB4F132B99C53CFDF483B9401DAB4D3C01732399A3657234D5E46A386CCD42A2EB4F132B99C53CFDF483B9401DAB4D3C01732399A3657234D5E46BC6B322C739A016B2ABC53D853349733F81F2F5EBC88817D4269C9B781FE9D94BEFA92591CC26259B0A5A288C1C29D3535F50106C3B38EE57A4F050925E7269CBEFA92591CC26259B0A5A288C1C29D3535F50106C3B38EE57A4F050925E7269CE41EE6D0C84C7702BB5F770B34B48CA5687D9C719E60CCC16F9ACB24745692ADEC5140CCF6246196D06A875B8D51CBBD3EB3E91F9DC67BBA12A46495816F319F
CC(C)CCCCC(C)CCCC(C)C,2CB4E421C25C847666AA3EBE1A9B05E695260AA39EE2DBEFC00F9A964A6100A4406B799A8380E03362080504821A5CA68BD41BFDD0CD4494E9A03BD87D650B3B406B799A8380E03362080504821A5CA68BD41BFDD0CD4494E9A03BD87D650B3B4FB286DDA049FE5D305D660E261AC2A0704195339EF07BE3FCBFA1C643DF3450527158254BCCA8D41F576D5C7D0A507CBDACD048C83D33686678A1F199D96F96607717DDCA12AD78E108022DAC74C378DE05A12E71E3CA9A442EDABAE91C0F6D633C23BAB8B5E4AAF2A600128365B580E0E52BEC588BD3410769C2F748DA7A6C70EE9379C562BADE6FCDBB0A44A9652AB9DBACE4169BA5D77A9532A158E4CCE58628F614E062150898EB3EBA1D2215B7C91B5122AA91C24C076BBC4581ABCE219DF9C835767BB08A3DB50412649D0327C828EAF43F81134FF42FEBE4F582A2119DF9C835767BB08A3DB50412649D0327C828EAF43F81134FF42FEBE4F582A211AB9DBE47C7D69D282AB2A16CF257A63EB83BCCAEA67E569552B002EB3B4E0461C9F5C6EA5208F8C0BEC108A2DDA9972F13DF07A340CE573247EBD6D980FFD638CB94983D9ADA13AAB44DA236B7013729ED5D6A8DD8BD57BCDFCC8B1089FED354D57AFDF19133BB82CAEE3E6D3D467C7E3C39216D5B0581A71F117627B702B4A3
C.CCC=C(C)CC.CCC=C(C)CC,29CEDC33F8CAD44DF3D42BDD93D9EF6F2F05745CDD5309F8969E5050385FE39229CEDC33F8CAD44DF3D42BDD93D9EF6F2F05745CDD5309F8969E5050385FE3923E8438853C8E71FC2E783375AE841F17670528429646522F3870B3BD8FB99C4A3E8438853C8E71FC2E783375AE841F17670528429646522F3870B3BD8FB99C4A5627C686B1B57493E712AF37681F5CF56BD0DD98D04AFD57662306D5B8418F7B5627C686B1B57493E712AF37681F5CF56BD0DD98D04AFD57662306D5B8418F7B61660B4B48316A4948EF87A3E0945D21438BF3CFB7B788372B89E7488A3598D7907963C60DE2B991BB2D61E45E27659AD1546CA862EE2D140275941E74D406CC907963C60DE2B991BB2D61E45E27659AD1546CA862EE2D140275941E74D406CCA86DA76948FB1EE396883DEBB5814D7C5F3DF9E34C0E6BC8190B2BE791ED8A66A86DA76948FB1EE396883DEBB5814D7C5F3DF9E34C0E6BC8190B2BE791ED8A66FB3621B6D4E224793611FA4A52F2961B2A694CB4CB65531123FF626A98EDDE4AFB3621B6D4E224793611FA4A52F2961B2A694CB4CB65531123FF626A98EDDE4AFDCBCCA9F1803813D8DAA963B95D0E0223FE5C15AAB858F81D7B2A3D68E7C21BFDCBCCA9F1803813D8DAA963B95D0E0223FE5C15AAB858F81D7B2A3D68E7C21B
CCCC(C)C(CC)CCC(C)C(C)C,2DE8D0582ADD212D761B4CB6F84AC69BB4E57CDBFE1A70ED7EAA5A796D7337FA3A52D5B74E4706EAFE378EC9053E82802A78988830DFB4CF8E0B7F0AC2A8DC5C44D9FAB8A3DB89C1CD698AE32F554500A056AF6456D380C0044E5ED1FEA0E59650F3ED399428DC65A29E823F5DF3D31ADD558EDCACACE58680866CA16C1197D358D29E546E9C93A4A535C05FD623A95F5F5B023BEA8BF2C1FF136357E42FE6697012E086590B7A9E2B31CEECE3913175B9627FCB7930A541A048C44D811CDD54BC4C654B8B7731DABE17CBD054180547622C352991A0B6F68956D32EB0BAAC77D1C2BCED93597BA44993D88E9C223412AEF21A05E6AA05EAE1D430119E1BCB1FD2FC147FDEEFDBB9EFA8F3819E6563C38DA345D87FA95976CD5DE84F06F45F43D6779A15AC07FADBB53789F95858A2C73988D882902F0FBAD70D6F1E825662B4D9187E168603F0E7D9C3858E76A3A31D77164EA420305D3C6399CC79F6ED58B2E3F940BDD10A2D97AC28EB30D0E0647C9868D78790F7DCA586DDA3C1B182D5A0F2B527240B8C008AF89E131D9E7E70C02B653BAF6EF52DF4451F4C20F83C6C6FFD4068B682E3A287884E6B07033B389636E66AF4B23A9F57C3C231071ED2A47EFD4068B682E3A287884E6B07033B389636E66AF4B23A9F57C3C231071ED2A47E
CCCCC(C)C(C)CCCC(C)(C)C,036868F3AF22CABEE5381AF596F6F9959C8AF1CDE0ACD39D67E84371665BCCCE1A48AD7F425EEAB512EEA05F3DDE30D33D1D3F178F00CC27ACDD02AA43A26C5538FFD0C954618F6EA33FCB59C9A02F9E38D090FCFC800591CE21E0272F1CBC123E563607C5A0833A8AD459263CD0DA3D575B7F1A97F84D92E80532A5DA6CC7E1445C5B09F1B23DDA7D76D3F7BBFF3910EAFA9BDBA14967D9785B0AAF620236C14EC3781CEEBFA0CDC7447D9C808F230BA93826EEBD4F5AFAC359E186D0120D8F5F9C240DA9143236F5606A371C9CDDCD2C8BBBB02E08CD2872704D7596400DED5F9C240DA9143236F5606A371C9CDDCD2C8BBBB02E08CD2872704D7596400DED5F9C240DA9143236F5606A371C9CDDCD2C8BBBB02E08CD2872704D7596400DED69F23358D1C51F30EAAF613B2B60FE1D812B9A10C9DB998DD3D76B88D51265FCB56E7039F506E1024F46EFF37FAB858465975E23BF4DCF3FFA9E530376BA245CEC1C16B96DD74A4172C830FC2B449B67BF794B8ED584FBBE93C332D083A5E9C6EC75D944C631A7F2D1EAF441C13923162E7D4C8233E640A8707A1670CA85E386EF87E3EBCBBC33DC74D70C199F3846734A885DECAC63855B2C2F6FA7BF4BB163F6C39C6A77E0D06F8EE2A5312294485A4B21C586B674B34EFA82C60ED7385B2F
CCC.CCC1(CC(CC(C1)(C)C)C)C,073FF514E13C68E92CF7BEAAB2325B62D3B0D3CDC16E9A46B6EA595E51139D4D104AC874A75C2ADEB8B1AE368BACE46B6DE7FD4AF760FF5845E4A8D4DB1BDEBF13F998A985468F285FA2F1B454CAFB4A84ABE5CAA555B9189A655E52E6FB494F13F998A985468F285FA2F1B454CAFB4A84ABE5CAA555B9189A655E52E6FB494F268A5FE3AA16674E75DF12DF19A98205010FAC4BF98FB35A6095DF9BDCE00F95268A5FE3AA16674E75DF12DF19A98205010FAC4BF98FB35A6095DF9BDCE00F957A4E610896BC388793788CE73CDA75C8FF6DA28C8F681E3B2A38D8C9BBAE160A8538DC46DFD617FEF0AEAE090494082AF15947C9081B2CD4C47CBB496A4A848E87381F89529079E8DB8578BEB6866A57C2F9A3E4AB9062F6873FD0806E4B5093A00AB07A1F1A2F92D303BFBAF4232A093E9EC468DF92D66365E63F0BA452127CA62FC2A0D072F3009FD022D88E573DEA3BB445C4E95980DC19ED4767CBE5EB1CB0132AD0FCDD39F606AFCF40CCB521EC7D3FBB13B472E372B7E3C8E20789FBC5C6AE0F63B8533CD4951A77A73A9D22B8F5F59401EFBB25BFAF5747ADFAE477E9F266A75679D5B429A89E3CCE64D53EDC7A6460B6B173E6D9BAE4D2A400A8B110F512FA40FD94B726F37E62E7821D7CCD262DE24BC5CE0A2DEABB3238E11CC5FA
CC.CCCCC.CC=C.C1CC=CC1,4569327F78596C88B0812845141EF4A93C6444EBA5C7051C5B1A71CFE4E7650A4569327F78596C88B0812845141EF4A93C6444EBA5C7051C5B1A71CFE4E7650A49D622EC31E4DE58154FBF108F0BEE3B9A3FBD56C6134242FC3C56BD7CD30EFE49D622EC31E4DE58154FBF108F0BEE3B9A3FBD56C6134242FC3C56BD7CD30EFE723F34BE8DDEAA560E90177A766F34A755CF9BAA1AF5F2C4F81A22690E4D121176DFA2C2ECB3FC0B43151FD18C3198C688E8C25C972844B9A1B453AC4C28640EA59DBDE722B7F7E65A8229F550360BB830349979529C737123031D87B6759BB2A59DBDE722B7F7E65A8229F550360BB830349979529C737123031D87B6759BB2B16EF033991B46D1F51E24C61E14E93079CB12574E218B535017EAC0FBA3C89ECD0D68E44EF85E7D02B338F3A4854906334F840D3394B369FA39A67E51E26DBFDB3E4737D3DD30082A57C97277F1A5BE2B9CF67B4812DCBB6A705CB187C5819DDB3E4737D3DD30082A57C97277F1A5BE2B9CF67B4812DCBB6A705CB187C5819DDD6AEAB6B8DE471C241D97FC7A9036BDABAAD97B66FC8BF1B851A0E65D879A75F7735EA9218E2DAA95BF23B23A1BA0EA6E7CF2366838073026FA0C55DC9C43E0F7735EA9218E2DAA95BF23B23A1BA0EA6E7CF2366838073026FA0C55DC9C43E0
CCCC(C)C(C(C)CCC)C(C)(C)C,0FD8C2F4C9472AEE33FB4E126E44CE2016E272DBFAB2C7AE6630955209F28DF312B327D610A9A5DC926A309918B7BE78BF488D4DE88B6DB74EC1A4770D406A6512B327D610A9A5DC926A309918B7BE78BF488D4DE88B6DB74EC1A4770D406A651B00D80DAB8AB85E07A0F53FF0E4BC4B37CCE266AD7FEAE9D17A3CF710CE79871B00D80DAB8AB85E07A0F53FF0E4BC4B37CCE266AD7FEAE9D17A3CF710CE798740188FEA6E65A68A0B2FEBAC1B1A0F8CEC949E853C99CFAE4FED29938FCACE8140188FEA6E65A68A0B2FEBAC1B1A0F8CEC949E853C99CFAE4FED29938FCACE81455267F707052B2DB4B14503197AED14E59AA4FDC94AD21A45018886216ED3B7455267F707052B2DB4B14503197AED14E59AA4FDC94AD21A45018886216ED3B753A9B72F6F3CB43E41A1CACC7C0016CD362FBFB2660C3BA196060E07188ED63D53A9B72F6F3CB43E41A1CACC7C0016CD362FBFB2660C3BA196060E07188ED63D53A9B72F6F3CB43E41A1CACC7C0016CD362FBFB2660C3BA196060E07188ED63D93CA9DE38563840A8C62558A57978177FF8446119B0CF8CB70DEBABCDD9D913F93CA9DE38563840A8C62558A57978177FF8446119B0CF8CB70DEBABCDD9D913FA74B690C4C8A2E60898875C9EFAF42E7E94C3D890E61A5B9CA1D568793DEA821
CCCC(C)C(C)C(C)C(C)(C)C(C)C,05B584B5B7209E7F4FC7280DB66AA8A9C9CFACA279480E139A35C86FB72AA09F536B05E7ECBBDF5C46405838E5847E3E2A665EBA2AC5A283557C37E20D6E175860987E258E696E8A43A409F48BC73B7264A4A1B8985C4A3A2554B9B015D1346460987E258E696E8A43A409F48BC73B7264A4A1B8985C4A3A2554B9B015D1346462989684528F4B360FA984E7D9AE335E52E7C0493E6507B28005AA50F2110FBA7F511CB0946D502DB6FDBDDF92800250FE2EB4102E6FD87D1202C4AC2EC5DC4689936BF0A67820937ACD6803308EFB76115D2EB9BE307236CE6704F932A7EA268AD9A6E810EAEA30FC65B49C3C01E8301440209B92B4F7C560B9223CAF8FF0918AD9A6E810EAEA30FC65B49C3C01E8301440209B92B4F7C560B9223CAF8FF091A113F6A07194B294708AE18CA73BFBB8A56EAC8156DFBE4900A3387AB6F06156B3F1AD97C2CE2E7429C86510B1DC7CAF9F43E3DF708C9A80DCD97A9B67F4B1B6C25AA3AAEF321CCFB354FECA5367038636DE372357E67D81354130C82928F19BDC334AA0C674350F2F8BCD078A41D8DF14B9DF2148D2AC26A126481DA7340856E6D4A1B381A0C52A14EA05ECAC5380C4134C8B57E37C043EFD19906CEB382A8FF03C3080C768F554FB50063C04E7D46B70AC99CF029D36BED52F531B082A6BED
CC(C)C(C)CC(C)(C(C)C)C(C)(C)C,1BA25B8561A9A5DD9CA6BD71E04336971F9AED6E652423415C8AC540AC4404AA1C62A2819520FB09916C13ECE7C20BA87AB290C6AF972E6C0786A50F224A6D071EF4D9E985D5115CA6F58A82473772D69BA307005386515CA0E0FCEEE7E500562F652A3C3EFE92E8B118DF1BE83F1BDDD4805E7F9AB8522E676C4AEA072BFA705EC68BECC0B7EDC53FEEC73B4B22C1B5FD4E57E3FB1459CDBFC4B0E5719CC4F284597B1A2F35977477D79D4916D88B120A677771A4F48D0DC232026E90E3199484597B1A2F35977477D79D4916D88B120A677771A4F48D0DC232026E90E3199484597B1A2F35977477D79D4916D88B120A677771A4F48D0DC232026E90E319948D0E9A4524D2CDF9FF3CFE67A4469BE6F7197D24C1A029AC50D79C079466BBD48D0E9A4524D2CDF9FF3CFE67A4469BE6F7197D24C1A029AC50D79C079466BBD4956078AD1482895E58FA46F4391A3D32ED64A44848873BCD10B25E6F4EA72289A3F2E6B36F82BB33FD495715D4CD7C685D4F82307294BC38B42DABFAD359D76FD2FD92CE28503633E46CB3532DAD6483F710C798F3301009895E6E9BCFAFE968D2FD92CE28503633E46CB3532DAD6483F710C798F3301009895E6E9BCFAFE968EBE4C048FE348C4B7E879BCB05165A769441631D72D37016BBD1ADBF663731A0
CCCCCCCC(C)C(C)(CC)CC,01A2BA948E0D590F9FB8B9EBC37B8FBE1FFB3176CE371A6813498F84ABA7F5990F5E33DCC97BA54D67EC40D95EC78B5311E824A86EC7AF08D807EB2E73B18EBB18987DE65A7EC365B742610EEFA3918D6F428751DE20755807C80A3A089AB37118AA286AF17D54A18FCF2AF5C3D1795715D519A86716168E1933182895C22A471B21389D956A8439A19245127E33AA37F8ACC8A2EDE3546C697D6879A98F83C14B3F06A3F9EC12E3BB936E0DAA30B9FB3ED2F6D4A7239251416F2E789AA35EF24EC03489E2396F48E139692D7601491F43BEC0C002C3A31F4C81DD94619AB734830DEB1D2D1DC81B1D1B7CFE36943C6D22F52BE0C5963BD8FE8CA3A62FAEA2AAA20941CFCE99BB30409DA9606D235CF12A2379744FFAE3746720332773F69B2CA20941CFCE99BB30409DA9606D235CF12A2379744FFAE3746720332773F69B2CAAD87944A172537ABFE6118C92C155C50E3B3D9A5DC425BE787B24A4DDD27E84AAD87944A172537ABFE6118C92C155C50E3B3D9A5DC425BE787B24A4DDD27E84CBB01315B33C74B64DBE05865C684B5967F9395C62181276E7B6777FF8DE0EB3D1CC11B36C07EE3495729A72AD3B01353B456B4763F87E6701CB06F4BE1C7DB8F8429DBEBC77DD756D2DAC4E0B6C1D61C826B63CCC2846956A9CBC58A66E1D6F
CC(C)CCC(C)(C)C(C)(C)C(C)(C)C,3090AC75D8B8ADC25CFFA357D5004438FCA697DC0FC09C5AA8D014706F73E5413090AC75D8B8ADC25CFFA357D5004438FCA697DC0FC09C5AA8D014706F73E541370E9F5B8709D4C4AEC7252C4D0B64695F34E5DF08DA459C687963D645BFFC0E370E9F5B8709D4C4AEC7252C4D0B64695F34E5DF08DA459C687963D645BFFC0E3B15A7434C62B1583F8CAB86C43DCBDDB9F502CF64B0495AF28E5ADA9891D480424CF478150FE04E8D46BDC8E5D5A5E4F75A8553A53EEA3C46A851C1C5DEC21371356D8CAB0233905CC6F42408B6927F753E66A598DB5F2CACEE2E9043CBA5E479634433A08AF69204413B0795420661E0400538294B53843D3BD66517E405DC79634433A08AF69204413B0795420661E0400538294B53843D3BD66517E405DC79634433A08AF69204413B0795420661E0400538294B53843D3BD66517E405DC977302289D412127DBAA12CAE909244FC3D00B3BE64FE3D296CA0E265E48C2FE9CA80324D50A47EEF804C9B510A993589C6E7F47BDB59A914932A9C73414DE2B9CA80324D50A47EEF804C9B510A993589C6E7F47BDB59A914932A9C73414DE2BBC01D8141EB634B7F49623DDCDCCE03936A8A85813FBD5AB86696DA00337FBD9CAF320041DAD384613C31926FA3E257A44F589D1465845DF02FCB3A776528270
